date,type,registration,operator,fat.,location,Column1,pic,cat
5/16/2010,DHC-3T Vazar Turbine Otter,SX-ARO,ArGo Airways,0,Biscarrosse/...,,,A2
6/6/2010,Boeing 737-4B6,CN-RMF,RAM,0,Amsterdam-Sc...,,,A2
6/15/2010,Let L-410MU,9Q-COA,Safe Air Company,0,Shabunda,,,A2
6/16/2010,Embraer EMB-145LR (ERJ-145LR),N847HK,"United Express, opb Trans States Airlines",0,Ottawa/Macdo...,,,A2
6/17/2010,Cessna 208 Caravan I,N810GA,V1 Jet Management,0,Little Pecon...,,,A2
6/18/2010,Airbus A321-131,D-AIRT,Lufthansa,0,Praha-Ruzyne...,,,A2
6/18/2010,Boeing 737-8BK (WL),TC-SNM,SunExpress,0,Praha-Ruzyne...,,,A2
6/19/2010,Boeing 737-832 (WL),N3730B,Delta Air Lines,0,New York-Joh...,,,A2
1/3/2011,Beech B200 King Air,C-GSAU,Saskatchewan Gvt.,0,Maple Creek ...,,,A2
1/3/2011,Boeing 737-823 (WL),N831NN,American Airlines,0,Los Angeles ...,,,A2
1/6/2011,Cessna 208B Grand Caravan,N715HE,Hageland Aviation Services,0,Kipnuk Airpo...,,,A2
1/10/2011,Airbus A320-216,9M-AHH,AirAsia,0,Kuching Airp...,,,A2
1/19/2011,Cessna 208B Grand Caravan,5Y-OER,Airworks,0,Tharjath Air...,,,A2
2/9/2011,Beech 1900D,C-FWAX,Wasaya Airways,0,Kasabonika A...,,,A2
2/14/2011,Gulfstream GV-SP (G550),N535GA,Gulfstream Aerospace,0,Appleton-Out...,,,A2
2/16/2011,Cessna 525 CitationJet CJ1+,HB-VOV,Swiss Private Aviation,0,Grenchen Air...,,,A2
2/27/2011,Swearingen SA227-DC Metro 23,CP-2473,Línea Aérea Amaszonas,0,La Paz-El Al...,,,A2
3/2/2011,Cessna S550 Citation S/II,S5-BAX,GIO Business Aviation,0,Forli Airpor...,,,A2
3/10/2011,Swearingen SA227-AC Metro III,N671AV,Ameriflight,0,Seattle-Boei...,,,A2
3/12/2011,Bombardier Challenger 300,N818RC,Tri Marine Management Co.,0,Iqaluit Airp...,,,A2
3/22/2011,Airbus A300F4-622R,N173UP,UPS,0,Albuquerque ...,,,A2
3/30/2011,Antonov An-2R,UR-54873,Mykolayiv-Aero,0,"near Dibrova, Zhy...",,,A2
4/1/2011,Boeing 737-3H4 (WL),N632SW,Southwest Airlines,0,Yuma Interna...,,,A2
4/10/2011,Boeing 777-333ER,C-FIVM,Air Canada,0,Paris-Charle...,,,A2
4/13/2011,Airbus A330-203,F-GZCB,Air France,0,Caracas-Simó...,,,A2
4/16/2011,BN-2A-27 Islander,VP-MNI,FlyMontserrat,0,Montserrat-J...,,,A2
4/17/2011,Boeing 777-F6N,B-2078,China Cargo Airlines,0,København-Ka...,,,A2
4/26/2011,Cessna 208B Super Cargomaster,N208TF,Martinaire,0,El Paso Inte...,,,A2
5/4/2011,Cessna 208B Grand Caravan,VT-NES,Northeast Shuttles,0,Lengpui Airp...,,,A2
5/28/2011,DHC-3T Vazar Turbine Otter,N87AW,Alaska West Air,0,near Bettles Fiel...,,,A2
6/8/2011,CASA CN-235M-200,AN-204,Ecuador Navy,0,Manta Airpor...,,,A2
6/8/2011,BN-2B-26 Islander,D-IOLO,OLT,0,Helgoland Ai...,,,A2
6/9/2011,Cessna 208 Caravan I,C-GUYR,Air Labrador,0,Postville Ai...,,,A2
6/15/2011,Cessna 525A CitationJet CJ2,N129SG,Deer Horn Aviation,0,Nashville-Jo...,,,A2
6/24/2011,Antonov An-2R,RA-40420,Avialesookhrana,0,"near Beregovoy, A...",,,A2
7/9/2011,Antonov An-2TP,SP-AOW,Aeroklub Kielecki,0,Kielce-Masló...,,,A2
7/10/2011,BAe-125-700B,5N-BEX,Executive Jets Services,0,Benin City A...,,,A2
7/12/2011,Learjet 35,N110UN,Robinson Air Crane,0,Opa-locka Ex...,,,A2
1/9/2012,Xian MA60,FAB-96,TAM,0,Guayaramerin...,,,A2
1/18/2012,DHC-8-315Q MPA,JA720A,Japan Coast Guard,0,near Kitakojima I...,,,A2
2/9/2012,DHC-6 Twin Otter 200,8Q-MAT,Maldivian Air Taxi,0,Male Interna...,,,A2
2/13/2012,Airbus A320-214,RP-C3227,Airphil Express,0,Kalibo Airpo...,,,A2
2/14/2012,Airbus A319-111,G-EZFV,easyJet,0,London-Luton...,,,A2
3/8/2012,BAe 3102 Jetstream 31,G-CCPW,"Links Air, op.for Manx2",0,Isle of Man-...,,,A2
3/16/2012,CASA CN-235M-100,AEE-503,Ecuador Army,0,Quito-Marisc...,,,A2
3/17/2012,Beech 1900C,C-GCMZ,Northern Thunderbird Air,0,Blue River A...,,,A2
3/24/2012,Cessna 208 Caravan I,N208JS,private,0,near Abalone Caye...,,,A2
3/29/2012,Boeing 737-86N (WL),LN-NON,Norwegian Air Shuttle,0,Oslo-Garderm...,,,A2
3/29/2012,Boeing 737-883,LN-RCY,SAS,0,Oslo-Garderm...,,,A2
3/31/2012,Boeing 777-246ER,JA701J,JAL,0,Tokyo Haneda...,,,A2
4/14/2012,Boeing 737-33A (QC),G-ZAPZ,Titan Airways,0,Chambéry Air...,,,A2
4/22/2012,Boeing 737-4H6,AP-BJN,Shaheen Air,0,Karachi-Jinn...,,,A2
5/1/2012,Airbus A300B4-605R,TC-OAG,"Onur Air, op.for Saudi Arabian",0,Jeddah-King ...,,,A2
5/11/2012,Convair CV-580F SCD,N171FL,Contract Air Cargo,0,Guatemala Ci...,,,A2
5/15/2012,DHC-6 Twin Otter 300,P2-MCZ,Airlines PNG,0,Sasereme Air...,,,A2
5/17/2012,ATR 72-212A (ATR 72-500),I-ADCD,Air Dolomiti,0,München-Fran...,,,A2
5/24/2012,Canadair CC-144A Challenger 600,144601,RCAF,0,near Tampa-Mac Di...,,,A2
5/25/2012,Cessna 208B Super Cargomaster,D-FAAF,Skydive Flyzone,0,Lézignan-Cor...,,,A2
5/28/2012,Boeing 777-237LR,VT-ALH,Air India,0,Mumbai (Bomb...,,,A2
5/30/2012,Embraer EMB-140 (ERJ-135KL),N834AE,American Eagle,0,Chicago-O'Ha...,,,A2
5/30/2012,Boeing 747-45EF,B-16481,Eva Air,0,Chicago-O'Ha...,,,A2
6/20/2012,Boeing 767-381ER,JA610A,All Nippon,0,Tokyo-Narita...,,,A2
7/4/2012,Rockwell Sabreliner 75A,AE-175,Argentine Army,0,El Palomar A...,,,A2
7/4/2012,DHC-8-402Q Dash 8,N213WQ,"United Express, opb Colgan Air",0,Houston-Geor...,,,A2
7/9/2012,DHC-6 Twin Otter 300,8Q-TMT,Trans Maldivian Airways,0,Conrad Maldi...,,,A2
7/18/2012,Boeing 737-230,CC-CRQ,Sky Airline,0,La Serena-La...,,,A2
1/8/2013,Let L-410UVP-E9,CP-2382,Aeroeste,0,Santa Cruz-E...,,,A2
1/25/2013,MD-11F,N618FE,FedEx,0,Denver Inter...,,,A2
2/9/2013,Beech 1900C,C-FPCO,Pacific Coastal,0,Blue River A...,,,A2
2/11/2013,MD-83,LV-AYD,Andes Líneas Aéreas,0,Salta-Martín...,,,A2
3/2/2013,Airbus A310-304,CS-TGU,SATA Internacional,0,Ponta Delgad...,,,A2
3/7/2013,Swearingen SA227-AC Metro III,D-CAVA,Bin Air,0,Dublin Airpo...,,,A2
3/7/2013,Boeing 757-232,N698DL,Delta Air Lines,0,Atlanta-Will...,,,A2
3/27/2013,DHC-6 Twin Otter 300,C-FOPN,Air Labrador,0,St. Anthony ...,,,A2
3/29/2013,Airbus A321-111,SX-BHS,"Hermes Airlines, op.for Air Méditerranée",0,Lyon Saint-E...,,,A2
4/1/2013,BN-2A-27 Islander,YJ-RV16,Air Vanuatu,0,Walaha Airpo...,,,A2
4/5/2013,Airbus A321-231,N560UW,US Airways,0,Las Vegas-Mc...,,,A2
4/16/2013,Airbus A321-231,HL7730,Asiana Airlines,0,Seoul-Incheo...,,,A2
4/17/2013,DHC-6 Twin Otter 300,RDPL-34180,Lao Air,0,Sam Neua Air...,,,A2
5/1/2013,Airbus A330-343X,LN-RKO,SAS,0,Newark-Liber...,,,A2
5/1/2013,Embraer EMB-145LR (ERJ-145LR),N17560,"United Express, opb ExpressJet Airlines",0,Newark-Liber...,,,A2
5/5/2013,DHC-6 Twin Otter 300,C-GKBO,Kenn Borek Air,0,northeast co...,,,A2
5/10/2013,CASA/Nurtanio NC-212 Aviocar,PK-TLG,Nusantara Buana Air,0,near Ternate,,,A2
5/16/2013,Xian MA60,XY-AIQ,Myanma Airways,0,Mong Hsat Ai...,,,A2
5/18/2013,DHC-8-102 Dash 8,N934HA,"US Airways Express, opb Piedmont Airlines",0,Newark-Liber...,,,A2
5/24/2013,Airbus A319-131,G-EUOE,British Airways,0,London-Heath...,,,A2
5/24/2013,Airbus A320-232,LZ-MDR,Air VIA,0,Varna Airpot...,,,A2
5/26/2013,Boeing KC-137E (707-324C),2404,Brazilian AF,0,Port-au-Prin...,,,A2
5/26/2013,Bombardier DHC-8-402Q Dash 8,C-GLQO,Porter Airlines,0,Sault Ste. M...,,,A2
5/27/2013,Cessna 208B Grand Caravan,9N-AJU,Goma Air,0,Simikot Airp...,,,A2
6/1/2013,Dornier 228-202K,9N-AHB,Sita Air,0,Simikot Airp...,,,A2
6/2/2013,Airbus A320-214,RP-C3266,Cebu Pacific Air,0,Davao City-F...,,,A2
6/3/2013,Beech B200 Super King Air,ZS-GJV,RV Consulting Partnership,0,Lanseria Air...,,,A2
6/7/2013,Embraer EMB-145LI (ERJ-145LI),B-3052,China Eastern,0,Shanghai-Hon...,,,A2
6/8/2013,Airbus A320-232,HA-LWM,Wizz Air,0,Roma-Fiumici...,,,A2
6/8/2013,Cessna 208B Super Cargomaster,C-FZDN,Skydive Toronto,0,near Cookstown Ai...,,,A2
6/10/2013,Xian MA60,XY-AIP,Myanma Airways,0,Kawthaung Ai...,,,A2
6/13/2013,MD-88,N995DL,Delta Air Lines,0,Nashville In...,,,A2
6/13/2013,Airbus A319-111,RP-C3197,Cebu Pacific Air,0,Manila-Ninoy...,,,A2
6/16/2013,Bombardier Global 5000,M-YSAI,Capital Investment Worldwide,0,Singapore-Se...,,,A2
6/28/2013,Cessna F406 Caravan II,5H-TZC,Tanzanair,0,Seronera Air...,,,A2
1/3/2014,Boeing 737-8H4 (WL),N8327A,Southwest Airlines,0,Las Vegas-Mc...,,,A2
1/5/2014,Boeing 767-3W0ER,HS-BKE,"Orient Thai Airlines, op.for Saudi Arabian",0,Madinah-Moha...,,,A2
1/7/2014,Fokker 50,C5-SSA,South Supreme Airlines,0,Aweil Airport,,,A2
1/14/2014,Gulfstream G200,N720QS,NetJets,0,"near Savannah, GA",,,A2
1/22/2014,Cessna 500 Citation I,OY-JAI,L'Easy,0,near Roskilde Air...,,,A2
1/31/2014,MD-88,N921DL,Delta Air Lines,0,Atlanta-Will...,,,A2
2/1/2014,Boeing 737-9GPER (WL),PK-LFH,Lion Air,0,Surabaya-Jua...,,,A2
2/2/2014,Airbus A320-231,EY-623,East Air,0,Kulob Airpor...,,,A2
2/4/2014,Xian MA60,B-3455,Joy Air,0,Zhengzhou-Xi...,,,A2
2/6/2014,Viking Air DHC-6 Twin Otter 400,RA-67282,Chukotavia,0,Anadyr Airpo...,,,A2
2/10/2014,Cessna 208B Grand Caravan,ZS-EPZ,Federal Air,0,Mala Mala Ai...,,,A2
2/17/2014,Boeing 737-8K2 (WL),G-GDFC,Jet2,0,Funchal Airp...,,,A2
2/20/2014,ATR 72-212A (ATR 72-600),VH-FVR,Virgin Australia Regional,0,"near Sydney, NSW",,,A2
2/22/2014,Boeing 737-86N (WL),OK-TVT,Travel Service Airlines,0,Terceira-Laj...,,,A2
2/25/2014,Embraer EMB-120RT Brasilia,D2-FFZ,Guicango,0,near Lukapa Airpo...,,,A2
2/27/2014,Boeing 737-36Q (WL),C-GICN,Canadian North,0,Winnipeg-Jam...,,,A2
3/2/2014,Antonov An-26,1177,Yemen AF,0,near Hadhramaut,,,A2
3/6/2014,Bombardier Global 6000,EC-LTF,TAG Aviation España,0,Glasgow-Pres...,,,A2
3/12/2014,Cessna 208B Grand Caravan,,PENAS,0,Pogapa Airstrip,,,A2
3/13/2014,Airbus A320-214,N113UW,US Airways,0,Philadelphia...,,,A2
3/16/2014,Cessna 500 Citation I,N125DS,JJ Aeronautics,0,Zephyrhills ...,,,A2
4/14/2014,Airbus A319-112,XY-AGR,Myanmar Airways International,0,Yangon-Minga...,,,A2
4/19/2014,Embraer ERJ-190,F-HBLF,"HOP!, opb Régional",0,Paris-Charle...,,,A2
4/23/2014,PADC/BN-2T Islander,P2-SBC,Sunbird Aviation,0,Kikori Airpo...,,,A2
4/29/2014,DHC-8-402Q Dash 8,5N-BPT,Aerocontractors,0,Lagos-Murtal...,,,A2
5/9/2014,Cessna 525C Citation CJ4,N718MV,Capital City Jet Center,0,Columbus-Ric...,,,A2
5/22/2014,Cessna 525 CitationJet CJ1,N203BG,Barber Aviation,0,Mount Airy/S...,,,A2
5/28/2014,Embraer EMB-140 (ERJ-135KL),N299SK,"AmericanConnection, opb Chautauqua Airlines",0,Traverse Cit...,,,A2
5/30/2014,DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Homer, AK",,,A2
5/30/2014,Hawker Siddeley HS-748,C-FFFS,Wasaya Airways,0,Pickle Lake ...,,,A2
6/2/2014,Swearingen SA226-AT Merlin IV,N120SC,McNeely Charter Service,0,Dayton-Mark ...,,,A2
6/11/2014,ATR 72-212A (ATR 72-600),PK-WGK,Wings Air,0,Surabaya-Jua...,,,A2
1/9/2015,Cessna 208B Grand Caravan,8R-GAB,Trans Guyana Airways,0,Matthews Rid...,,,A2
1/11/2015,DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Enarotali Ai...,,,A2
1/15/2015,BAe ATP-F (LFD),G-BTPC,Atlantic Airlines,0,Coventry-Bag...,,,A2
1/20/2015,BN-2T Islander,ZS-NAT,Xcel Aviation,0,Dawlatabad d...,,,A2
1/20/2015,Fokker 100,HB-JVE,"Swiss, opb Helvetic Airways",0,Nürnberg Air...,,,A2
2/9/2015,DHC-6 Twin Otter 200,N30EA,Eagle Air Transport,0,Sebastian Mu...,,,A2
2/9/2015,DHC-6 Twin Otter 200,N70EA,Eagle Air Transport,0,Sebastian Mu...,,,A2
2/18/2015,Airbus A300B4-605R(F),A6-JIM,Unique Air,0,Sharjah Airp...,,,A2
2/23/2015,BAe-146-200,G-RAJJ,"Cello Aviation, opf Aurigny Air Services",0,Guernsey Air...,,,A2
2/24/2015,DHC-8-102,C-GTAI,"Air Canada Express, opb Jazz Aviation",0,Sault Ste. M...,,,A2
2/24/2015,Cessna 208B Super Cargomaster,N989FX,FedEx,0,Baltimore/Wa...,,,A2
2/26/2015,Boeing 757-28A (PCF),C-GIAJ,Cargojet Airways,0,St. John's A...,,,A2
3/10/2015,Cessna 208B Super Cargomaster,N12155,Martinaire,0,Muskegon Air...,,,A2
3/13/2015,Gulfstream G-IV,JA001G,Japan Civil Aviation Bureau,0,near Niigata Airp...,,,A2
3/14/2015,Airbus A330-343,9M-MTA,Malaysia Airlines,0,Melbourne-Tu...,,,A2
4/1/2015,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airpo...,,,A2
4/1/2015,Boeing 737-8AS (WL),EI-DYA,Ryanair,0,Dublin Airpo...,,,A2
4/10/2015,Gulfstream G-IV,N450KK,La Venezolana de Seguros y Vida,0,near Caribbean Sea,,,A2
4/13/2015,Boeing 737-85R,VT-JGA,Jet Airways,0,Khajuraho Ai...,,,A2
4/16/2015,Swearingen SA227-AC Metro III,N2691W,Key Lime Air,0,near Rifle-Garfie...,,,A2
4/25/2015,Dassault Falcon 20D,G-FRAK,Cobham Aviation Services,0,near Portland Bill,,,A2
4/28/2015,ShinMaywa US-2,9905,Japanese Navy,0,near Ashizuri Cap...,,,A2
4/30/2015,Boeing RC-135V Rivet Joint,64-14848,USAF,0,Bellevue-Off...,,,A2
5/2/2015,Boeing 737-330,D-ABEK,Lufthansa,0,Katowice-Pyr...,,,A2
5/16/2015,Beech B200 King Air,N505SP,N505SP,0,Carlsbad-McC...,,,A2
5/30/2015,DHC-8-315Q MPA,JA727B,Japan Coast Guard,0,Sendai Airpo...,,,A2
6/4/2015,DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Skwentna, AK",,,A2
6/10/2015,Cessna 525A CitationJet CJ2+,JA021R,Auto Panther,0,Konan Airpor...,,,A2
6/11/2015,DHC-6 Twin Otter 300,8Q-TMG,Trans Maldivian Airways,0,Male Interna...,,,A2
6/11/2015,DHC-6 Twin Otter 300,8Q-MAP,Trans Maldivian Airways,0,Male Interna...,,,A2
6/11/2015,Eclipse 500,N508JA,Memly Aviation,0,Sacramento-E...,,,A2
1/3/2016,Canadair CRJ-702,N164GJ,"United Express, opb GoJet Airlines",0,Chicago-O'Ha...,,,A2
1/5/2016,Basler Turbo 67 (AC-47T),FAC-1658,Colombian AF,0,Tres Esquina...,,,A2
1/10/2016,Beech B200 Super King Air,N87SA,Island Airlines,0,San Juan-Lui...,,,A2
1/14/2016,Airbus A319-112,V5-ANL,Air Namibia,0,near Windhoek-Hos...,,,A2
1/15/2016,Cessna 208B Grand Caravan,N104AN,Grant Aviation,0,Hooper Bay A...,,,A2
1/20/2016,DHC-6 Twin Otter 300,C-GCKB,Kenn Borek Air,0,Amundsen-Sco...,,,A2
1/21/2016,Cessna 560XL Citation Excel,C-GCXL,Airsprint,0,Toronto-Pear...,,,A2
1/30/2016,Rockwell Sabreliner 80,N380CF,private,0,Querétaro Ai...,,,A2
2/4/2016,Beech B100 King Air,C-GSWG,Max Aviation,0,Montreal-St....,,,A2
2/7/2016,Cessna 525A CitationJet CJ2,D-ISCO,Windrose Air,0,Chambéry Air...,,,A2
2/12/2016,Lockheed L-100-30 Hercules,N401LC,Lynden Air Cargo,0,"near Iliamna, AK",,,A2
2/17/2016,Boeing 737-7H4 (WL),N784SW,Southwest Airlines,0,Detroit-Metr...,,,A2
2/17/2016,Boeing 737-823 (WL),N925NN,American Airlines,0,Detroit-Metr...,,,A2
2/23/2016,Embraer EMB-145MP (ERJ-145MP),N856HK,Trans States Airlines,0,Saint Louis-...,,,A2
3/2/2016,Beech 99A,N198WA,Wiggins Airways,0,"near Bangor, ME",,,A2
3/3/2016,Boeing 737-95R,VT-JGD,Jet Airways,0,Mumbai-Chhat...,,,A2
3/5/2016,Beech B300 King Air 350,N6351V,US Army,0,near Kawrgosk,,,A2
3/5/2016,Boeing 767-34AFER (WL),N305UP,UPS,0,Albuquerque ...,,,A2
3/13/2016,BN-2B-20 Islander,VP-ACT,Anguilla Air Services,0,Saint-Barthé...,,,A2
3/14/2016,Raytheon Beechjet 400A,N465FL,Flight Options,0,Rome-Richard...,,,A2
3/18/2016,Beech 1900D,AP-BII,ASSL,0,Karachi-Jinn...,,,A2
3/25/2016,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,JetBlue Airways,0,Nassau-Lynde...,,,A2
3/29/2016,Antonov An-26RT,09 blue,Russian AF,0,Rostov Airpo...,,,A2
4/3/2016,Antonov An-2R,RA-54828,Technoservice-A,0,"near Aksarino, Za...",,,A2
4/4/2016,Boeing 737-8GP (WL),PK-LBS,Batik Air,0,Jakarta-Hali...,,,A2
4/4/2016,ATR 42-600,PK-TNJ,TransNusa Aviation Mandiri,0,Jakarta-Hali...,,,A2
4/4/2016,Cessna 208B Grand Caravan,PR-CRF,Two Táxi Aéreo,0,near Macapá Inter...,,,A2
4/6/2016,Bombardier Global 6000,9H-AMZ,Comlux Malta,0,Genève-Coint...,,,A2
4/9/2016,DHC-6 Twin Otter 100,N122PM,Skydive San Marcos,0,Fentress Air...,,,A2
4/20/2016,Beech 1900D,C-FEVA,"Air Canada Express, opb Exploits Valley Air Services",0,Gander Airpo...,,,A2
4/21/2016,Beech 300 Super King Air,PT-MCM,Agropecuária Otura,0,Porto Seguro...,,,A2
4/30/2016,Fokker 50,SE-LEZ,Air Vallée,0,Catania-Font...,,,A2
z8-APR-2016,Canadair CRJ-200ER,N961SW,"SkyWest Airlines, opf United Express",0,San Francisc...,,,A2
5/7/2016,ATR 72-212A (ATR 72-600),VT-JCX,Jet Airways,0,Indore-Devi ...,,,A2
5/10/2016,Airbus A321-211,N189UW,American Airlines,0,Phoenix-Sky ...,,,A2
5/10/2016,Beech B100 King Air,N86TR,Dexter Air,0,Dexter Munic...,,,A2
5/11/2016,Airbus A320-214,F-GKXJ,Air France,0,Paris-Charle...,,,A2
5/11/2016,Boeing 777-328ER,F-GZNT,Air France,0,Paris-Charle...,,,A2
5/11/2016,Boeing 737-9GPER (WL),9M-LNK,Malindo Airways,0,Kota Kinabal...,,,A2
5/12/2016,Cessna 208B Grand Caravan,N1114A,Parachute Center,0,near Lodi Airport...,,,A2
5/14/2016,Cessna 208 Caravan I,XB-NLX,Unknown,0,near Tequesquitengo,,,A2
5/23/2016,Cessna 501 Citation I/SP,N804ST,Eagle II Aero,0,"near Texarkana, AR",,,A2
5/27/2016,Boeing 777-3B5,HL7534,Korean Air,0,Tokyo-Haneda...,,,A2
5/28/2016,Airbus A320-214,EC-JGM,Vueling,0,Manchester A...,,,A2
6/3/2016,Cessna 208B Grand Caravan,5Y-JLL,Lady Lori (Kenya),0,Akobo Airport,,,A2
6/4/2016,Cessna 208B Grand Caravan EX,PK-ICC,Pegasus Air Services,0,Ilaga Airpor...,,,A2
6/4/2016,Antonov An-30A-100,TN-AHP,South Stone Airlines,0,Yambio Airport,,,A2
6/5/2016,Cessna 208B Grand Caravan,N750Z,Air Choice One,0,Fort Dodge A...,,,A2
6/14/2016,ATR 72-212A (ATR 72-600),PK-WGL,Wings Air,0,unknown,,,A2
6/19/2016,DHC-3T Texas Turbine Otter,N104BM,Bald Mountain Air Services,0,near Homer-Beluga...,,,A2
6/21/2016,Dornier 228-202,9Q-CSL,Busy Bee Congo,0,Goma Airport...,,,A2
6/21/2016,Beech 200C Super King Air,OB-2104-P,AerCaribe Peru,0,Lima-Jorge C...,,,A2
1/2/2017,Hawker 800XP,N910JD,Pinnacle Air Charter,0,Scottsdale A...,,,A2
1/13/2017,Beech B200 Super King Air,N795DE,Optimal Aviation Services,0,Five Point-A...,,,A2
1/19/2017,Beech 99A,N326CA,Alpine Aviation,0,Billings-Log...,,,A2
1/23/2017,Beech C99,N216CS,Alpine Aviation,0,Durango-La P...,,,A2
1/28/2017,Boeing 737-476 (SF),HK-5197,AerCaribe Cargo,0,Leticia-Alfr...,,,A2
2/7/2017,Saab 340A,C6-HBW,Western Air,0,Freeport-Gra...,,,A2
2/9/2017,Cessna 208B Supervan 900,D-FSRT,Paranodon Fallschirmsport Illertissen,0,Illertissen ...,,,A2
2/9/2017,Beech 1900D,C-FNWH,North-Wright Airways,0,Tulita Airpo...,,,A2
2/15/2017,Canadair CRJ-701ER,N709PS,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2
2/23/2017,DHC-8-402Q Dash 8,G-JECP,Flybe,0,Amsterdam-Sc...,,,A2
2/28/2017,Beech B200 Super King Air,YVO173,SATA,0,Caracas/La C...,,,A2
2/28/2017,Boeing 767-33AER,N351AX,Omni Air International,0,Azraq-Muwaff...,,,A2
3/3/2017,Airbus A320-214,G-EZTV,easyJet,0,Manchester A...,,,A2
3/8/2017,Bombardier Global Express,C-FLGZ,Jetport,0,Hamilton Air...,,,A2
3/10/2017,DHC-6 Twin Otter 200,C-GQOQ,Osprey Wings,0,Yalowega Lak...,,,A2
3/11/2017,Cessna 208B Grand Caravan,N865MA,Makani Kai Air,0,Kalaupapa Ai...,,,A2
3/17/2017,Basler Turbo 67 (DC-3T),C-FKGL,"North Star Air, opb Private Air",0,near Pickle Lake ...,,,A2
3/20/2017,Swearingen SA226-TC Metro II,N158WA,Western Air Express,0,Boise Air Te...,,,A2
3/24/2017,Cessna 550 Citation II,N551BC,Boulder Capital,0,near Salt Lake Ci...,,,A2
3/27/2017,Boeing 737-4Q8,EP-TBJ,Taban Air,0,Ardabil Airp...,,,A2
3/30/2017,Antonov An-2T,YV1638,Transmandu,0,La Paragua,,,A2
4/1/2017,Let L-410UVP-E9,5X-EIV,Eagle Air,0,Yei Airport,,,A2
4/2/2017,Airbus A319-114,C-GBHN,Air Canada Jetz,0,Tampa Intern...,,,A2
4/8/2017,Boeing 737-8H6 (WL),9M-MXX,Malaysia Airlines,0,Sibu Airport...,,,A2
4/10/2017,Boeing 757-21B,G-LSAI,Jet2,0,Alicante Air...,,,A2
4/10/2017,Cessna 208B Grand Caravan,PT-MEA,Two Táxi Aéreo,0,near Poços de Cal...,,,A2
4/11/2017,Gulfstream G450,N667HS,H&S Air,0,Salzburg-W. ...,,,A2
4/13/2017,Viking Air DHC-6 Twin Otter 400,B-55571,Daily Air,0,Orchid Islan...,,,A2
4/14/2017,Beech B200 King Air,N481HC,IHC Health Services,0,Richfield Mu...,,,A2
4/19/2017,Airbus A320-232,HS-TXB,Thai Smile,0,Bangkok-Suva...,,,A2
4/24/2017,Beech 99A,N899CZ,Freight Runners Express,0,Waukesha Air...,,,A2
5/22/2017,Cessna 208B Grand Caravan,N754KP,Alaska Seaplanes,0,"near Skagway, AK",,,A2
5/24/2017,DHC-6 Twin Otter 300,N708PV,Perris Valley Aviation,0,Perris Valle...,,,A2
5/24/2017,Cessna 208 Caravan I,N1265U,Alaska Seaplanes,0,Elfin Cove S...,,,A2
5/27/2017,DHC-6 Twin Otter 300,8Q-TMV,Trans Maldivian Airways,0,Malé-Velana ...,,,A2
5/30/2017,Cessna 208B Grand Caravan,PK-MPS,MAF,0,Ilaga Airpor...,,,A2
5/31/2017,Beech B300 King Air 350i,PK-CAQ,Balai Kalibrasi Fasilitas Penerbangan,0,Ambon-Pattim...,,,A2
6/2/2017,Antonov TVS-2MS,RA-2099G,SibNIA,0,Ulan Bator-C...,,,A2
6/3/2017,Fokker F-27 Friendship 600,5Y-FMM,"Safari Express Airways, opf UN WFP",0,Garbaharey A...,,,A2
6/23/2017,Airbus A321-211 (WL),N315DN,Delta Air Lines,0,Atlanta-Will...,,,A2
6/30/2017,Airbus A321-231 (WL),N991AU,American Airlines,0,Chicago-O'Ha...,,,A2
6/30/2017,Canadair CRJ-200ER,N862AS,"SkyWest Airlines, opf American Eagle",0,Chicago-O'Ha...,,,A2
7/2/2017,Canadair CRJ-701ER,N796SK,"SkyWest Airlines, op.for United Express",0,Denver Inter...,,,A2
7/3/2017,Cessna 208B Super Cargomaster,N9714B,Martinaire,0,near Alpine-Caspa...,,,A2
7/17/2017,Beech B200 King Air,LV-ZTV,Aero Baires,0,San Carlos d...,,,A2
7/20/2017,DHC-8-106,C-FDWO,Air Creebec,0,near Val-d’Or,,,A2
7/21/2017,Cessna 208 Caravan I,N802TW,Tailwind Air Service,0,Lower East R...,,,A2
7/22/2017,Cessna 208B Grand Caravan,PK-RSD,Enggang Air Service,0,Sinak Airpor...,,,A2
8/3/2017,Boeing 737-9GPER (WL),PK-LJZ,Lion Air,0,Medan-Kualan...,,,A2
8/4/2017,Cessna 208B Grand Caravan,N9829B,Kapowsin Air Sports,0,Mulino State...,,,A2
8/4/2017,DHC-8-202Q Dash 8,P2-ANK,LinkPNG,0,near Port Moresby,,,A2
1/5/2018,Boeing 737-8CT (WL),C-FDMB,WestJet,0,Toronto-Pear...,,,A2
1/5/2018,Boeing 737-8FH (WL),C-FPRP,Sunwing Airlines,0,Toronto-Pear...,,,A2
1/9/2018,Embraer EMB-110P1 Bandeirante,C6-MIC,Pineapple Air,0,Governor's H...,,,A2
1/10/2018,Swearingen SA227-AT Merlin IVC,N561UP,Ameriflight,0,Rock Springs...,,,A2
