date,type,registration,operator,fat.,location,Column1,pic,cat
1/12/2014,Cessna 501 Citation I/SP,N452TS,Theo Steil GmbH,4,near Trier-Föhren...,,,A1
2/11/2014,Lockheed C-130H-30 Hercules,7T-WHM,Algerian AF,76,near Aïn Kercha,,,A1
2/16/2014,DHC-6 Twin Otter 300,9N-ABB,Nepal Airlines,18,near Sandhikhark,,,A1
2/17/2014,BAe BAe-748-371 Srs. 2B LFD,5Y-HAJ,"Global Airlift, op.for IOM",1,Rubkona Airport,,,A1
2/19/2014,Beech B100 King Air,N811BL,TDC Aviation,1,near Pearland Reg...,,,A1
2/21/2014,Antonov An-26,5A-DOW,Libyan Air Cargo,11,near Grombalia,,,A1
3/3/2014,Dassault Falcon 20E,EP-FIC,"Iran Civil Aviation Organization, opb Iran Aseman Airlines",4,near Kish Island ...,,,A1
3/8/2014,Boeing 777-2H6ER,9M-MRO,Malaysia Airlines,239,within Indian Ocean,,,A1
3/28/2014,Lockheed C-130J-30 Super Hercules,KC-3803,Indian AF,5,Karauli dist...,,,A1
4/19/2014,BAe-125-700A,XA-UKR,LACSA,8,near Saltillo-Pla...,,,A1
5/8/2014,Douglas DC-3C,HK-4700,ALIANSA Colombia,5,near San Vicente ...,,,A1
5/12/2014,Harbin Yunshuji Y-12 II,KAF124,Kenyan AF,1,El Wak,,,A1
5/17/2014,Antonov An-74TK-300,RDPL-34020,Laos Government,16,near Xieng Khouan...,,,A1
5/27/2014,Beech B200 Super King Air,LV-CNT,Kowzef S.A.,5,near Carmelo/Zaga...,,,A1
5/31/2014,Gulfstream G-IV,N121JM,"Arizin Ventures, owb SK Travel",7,Bedford-Hans...,,,A1
6/7/2014,Antonov An-2,RF-02883,private,1,"near Rybinsk, Yar...",,,A1
1/18/2015,Antonov An-26,YK-AND,Syrian Air Force,30,near Abu adh Dhuh...,,,A1
1/20/2015,Antonov An-2P,UP-A0314,Olimp Air,6,near Shatyrkul Mine,,,A1
2/4/2015,ATR 72-212A (ATR 72-600),B-22816,TransAsia Airways,43,near Taipei-Songs...,,,A1
2/11/2015,Beech 1900C,YV1674,Aeropanamericano,4,near Miami Execut...,,,A1
5/9/2015,Airbus A400M Atlas,EC-403,Airbus Industrie,4,near Sevilla Airp...,,,A1
6/2/2015,Swearingen SA226-TC Metro II,XA-UKP,Aeronaves TSM,5,near Querétaro Ai...,,,A1
6/8/2015,Dornier 228,CG-791,Indian Coast Guard,3,near Pichavaram,,,A1
2/6/2016,Antonov An-2R,RA-40204,Light Air,3,"Gay, Orenbur...",,,A1
2/10/2016,Beech 1900D,4601,Myanmar Air Force,5,near Naypyidaw In...,,,A1
2/24/2016,Viking Air DHC-6 Twin Otter 400,9N-AHH,Tara Air,23,"Dana, Myagdi...",,,A1
3/9/2016,Antonov An-26B,S2-AGZ,True Aviation,3,near Cox's Bazar ...,,,A1
3/15/2016,IAI Arava 201,E-206,Ecuador Army,22,Hacienda la ...,,,A1
3/16/2016,Cessna AC-208B Combat Caravan,YI-119,Iraqi AF,3,Hawijah,,,A1
3/19/2016,Boeing 737-8KN (WL),A6-FDN,flydubai,62,Rostov Airpo...,,,A1
4/1/2016,Cessna 208B Grand Caravan,XA-ULU,Aéreo Servicios Empresariales,3,near Durango-Guad...,,,A1
4/6/2016,Raytheon U-125 (Hawker 800),49-3043,JASDF,6,near Kanoya Air Base,,,A1
4/13/2016,PADC/BN-2T Islander,P2-SBC,Sunbird Aviation,12,near Kiunga Airpo...,,,A1
4/14/2016,Antonov An-2,,Unknown,1,"Maryevka, Pe...",,,A1
4/30/2016,Antonov An-26,,Sudan AF,5,near El Obeid Air...,,,A1
5/18/2016,Antonov An-12B,4K-AZ25,Silk Way,7,Dwyer Airpor...,,,A1
6/16/2016,CASA C-212 Aviocar 400MPA,8983,Vietnam Coast Guard,9,near Bach Long Vi...,,,A1
6/26/2016,Antonov An-2R,UP-A0273,Tamshybulak,1,Bereke,,,A1
1/16/2017,Boeing 747-412F,TC-MCL,"ACT Airlines, opf Turkish Cargo",39,near Bishkek-Mana...,,,A1
2/9/2017,CASA C-212 Aviocar 300,,Botswana AF,3,near Thebephatshw...,,,A1
2/21/2017,Beech B200 King Air,VH-ZCR,Corporate and Leisure Charters,5,near Melbourne-Es...,,,A1
3/24/2017,Cessna 500 Citation I Sierra Eagle,N8DX,Shelter Charter Services,1,"Marietta, GA",,,A1
3/27/2017,BN-2A-3 Islander,C9-AOV,ETA Air Charter,6,near Mutare Airpo...,,,A1
4/12/2017,Cessna 208 Caravan I,PK-FSO,Spirit Avia Sentosa,1,near Oksibil Airp...,,,A1
4/29/2017,Antonov An-26,CU-T1406,"Aerogaviota, opf Cuban AF",8,near San Cristobal,,,A1
5/1/2017,Cessna 208B Grand Caravan,EJC-1130,Colombian Army,8,near Facatativá,,,A1
5/1/2017,Cessna 208B Grand Caravan,N803TH,Grant Aviation,1,"Chignik, AK",,,A1
5/15/2017,Beech LR-2 (B300 King Air 350),23057,Japan Ground Self-Defense Force,4,"Assabu, Hokk...",,,A1
5/30/2017,PZL-Mielec M28 Skytruck,NA-048,Nepal Army,1,Bajura Airpo...,,,A1
5/30/2017,Antonov An-26,RF-36160,Russian AF,1,Balashov Air...,,,A1
6/7/2017,Shaanxi Y-8F-200W,5820,Myanmar Air Force,122,near Dawei,,,A1
7/4/2017,Gulfstream Aerospace G-1159A Gulfst,YV2896,SATA,9,near Macanao,,,A1
7/10/2017,Lockheed KC-130T Hercules,165000,USMC,16,"near Itta Bena, MS",,,A1
7/25/2017,PADC/BN-2A-26 Islander,8R-GRA,Roraima Airways,1,near Eteringbang ...,,,A1
1/7/2018,Cessna 208B Grand Caravan,5Y-FDC,Unknown,1,Akobo,,,A1
1/17/2018,IPTN/CASA CN-235M-100,98-148,Turkish AF,3,Hodulluca Me...,,,A1
1/29/2018,Shaanxi Y-8GX-3,30513,China Air Force,12,"Zhengchang, ...",,,A1
2/11/2018,Antonov An-148-100B,RA-61704,Saratov Airlines,71,near Stepanovskoy...,,,A1
2/18/2018,ATR 72-212,EP-ATS,Iran Aseman Airlines,66,near Yasuj Airpor...,,,A1
3/6/2018,Antonov An-26,RF-92955/52,Russian AF,39,near Latakia-Khme...,,,A1
3/11/2018,Canadair Challenger 604,TC-TRB,MC Aviation,11,near Shahr-e Kurd,,,A1
3/12/2018,DHC-8-402Q Dash 8,S2-AGU,US-Bangla Airlines,51,Kathmandu-Tr...,,,A1
4/11/2018,Ilyushin Il-76TD,7T-WIV,Algerian AF,257,near Boufarik Air...,,,A1
4/15/2018,Cessna 525 CitationJet,N525P,private,1,"near Crozet, VA",,,A1
4/17/2018,Boeing 737-7H4 (WL),N772SW,Southwest Airlines,1,near Philadelphia...,,,A1
4/29/2018,Lockheed L-100-30 Hercules,111,Libyan Air Force,3,near Sharara Airs...,,,A1
5/2/2018,Lockheed WC-130H Hercules,65-0968,USAF,9,near Savannah/Hil...,,,A1
5/2/2018,Beech C99,PNC0203,Colombian Police,4,near Ibagué,,,A1
5/18/2018,Boeing 737-201,XA-UHZ,"Cubana, lsf Global Air",112,near Havana-José ...,,,A1
1/23/2001,Douglas C-47A (DC-3),N19454,Majestic Air Cargo,2,"Eider Point, AK",,,A1
2/8/2001,Swearingen SA227-AT Merlin IVC,N318DH,Northern Illinois Flight Center,2,Beaver Islan...,,,A1
2/27/2001,Shorts 360-100,G-BNMT,Loganair,2,near Granton Harbour,,,A1
3/26/2001,Beech RC-12K Huron,85-0154,US Army,2,near Nürnberg Air...,,,A1
2/2/2002,Learjet C-21A (Learjet 35A),84-0097,USAF,2,Rapid City-E...,,,A1
2/14/2002,Beech 300LW Super King Air,D-ICBC,Kronospan GmbH,2,Sarsura Glac...,,,A1
4/12/2002,Swearingen SA227-AC Metro III,EC-GKR,Tadair,2,Palma de Mal...,,,A1
2/10/2003,Antonov An-28,ES-NOY,Enimex,2,Tallinn-Ulem...,,,A1
3/25/2003,Canadair CL-415,UD.13-29,Spanish AF,2,near Mallorca,,,A1
3/8/2004,Canadair CL-415,F-ZBEZ,Securité Civile,2,Lac Sainte C...,,,A1
5/5/2004,BN-2B-27 Islander,XC-FOE,Consejo de Recursos Minerales,2,near Vallecillos,,,A1
5/23/2004,Let L-410UVP-E3,5Y-VVD,Blue Bird Aviation,2,near Mwingi,,,A1
6/13/2004,Beech 200 Super King Air,N200BE,Rader Aviation,2,"Rupert, WV",,,A1
6/28/2004,Beech 200 Super King Air,ZS-NRW,Ngangeni Air Charters,2,São Sebastião,,,A1
1/27/2005,Let L-410UVP-E4,HA-LAR,Farnair Hungary,2,near Iasi Airport...,,,A1
2/22/2005,DHC-6 Twin Otter 300,P2-MFQ,MAF PNG,2,near Wobegon,,,A1
2/24/2005,CASA C-212 Aviocar 200,,Zimbabwe AF,2,Harare Airpo...,,,A1
3/8/2005,Cessna 500 Citation I,YV-21CP,Air Global,2,Charallave-Ó...,,,A1
3/8/2005,Antonov An-2TP,YV-280C,Transmandu,2,near La Paragua,,,A1
3/15/2005,BN-2B-26 Islander,G-BOMG,Loganair,2,near Campbeltown-...,,,A1
3/18/2005,Canadair CL-415,I-DPCK,"Civil Protection Department, op.for SOREM",2,Forte dei Marmi,,,A1
5/2/2005,Swearingen SA227-AC Metro III,ZK-POA,Airwork NZ,2,near Stratford,,,A1
5/11/2005,Antonov An-2,UR-84559,Bosfor,2,Kolyadinets,,,A1
5/24/2005,Beech 300 King Air 350,YV-783CP,Polar Agroservicios/Transpolar Company,2,Caracas,,,A1
1/12/2006,Beech B300 King Air 350,D-CUNO,Euroflug Frenzel,2,near Freiburg Im ...,,,A1
2/13/2006,Grumman G-159 Gulfstream I,YV-903CP,private,2,near El Peten,,,A1
3/18/2006,Beech C99,N54RP,Ameriflight,2,"near Butte, MT",,,A1
3/28/2006,Cessna 208B Grand Caravan,N208WE,Cessna Aircraft,2,"near Oak Glen, CA",,,A1
4/11/2006,Antonov An-2R,LZ-1178,Kapoly Air,2,near Kozlovets,,,A1
6/2/2006,Learjet 35A,N182K,"Robertson Asset Management, op.for International Jet Charter",2,near New London-G...,,,A1
1/9/2007,Learjet 24F,N444TW,Ameristar Jet Charter,2,near Guadalajara-...,,,A1
1/12/2007,Cessna 525 CitationJet,N77215,SunQuest,2,Los Angeles-...,,,A1
3/30/2007,Embraer EMB-110P1 Bandeirante,P2-ALU,Airlink,2,near Kandrian,,,A1
5/3/2007,Cessna S550 Citation S/II,N22HP,Hamilton Ranches,2,Dillon Airpo...,,,A1
2/1/2008,Cessna 525 CitationJet CJ1,N102PT,private,2,near Augusta Stat...,,,A1
4/3/2008,Cessna F406 Caravan II,5H-AWK,Auric Air,2,near Mwanza (HTMW),,,A1
6/7/2008,Antonov An-2R,RA-68068,private,2,Novoternovskiy,,,A1
2/7/2009,Cessna 650 Citation III,I-FEEV,Air One Executive,2,Trigoria,,,A1
2/12/2009,Dassault Falcon 100,VP-BAF,Laret Aviation,2,St. Moritz-S...,,,A1
3/23/2009,MD-11F,N526FE,FedEx,2,Tokyo-Narita...,,,A1
1/5/2010,Learjet 35A,N720RA,Royal Air Freight,2,near Chicago-Exec...,,,A1
1/21/2010,Beech 1900C-1,N112AX,ACE Air Cargo,2,near Sand Point M...,,,A1
1/25/2010,Embraer EMB-110C Bandeirante,PT-TAF,Piquiatuba Táxi Aéreo,2,near Senador José...,,,A1
2/14/2010,Cessna 550B Citation Bravo,OK-ACH,Time Air,2,near Reinhardtsdo...,,,A1
3/22/2010,Embraer EMB-120ER Brasilia,VH-ANB,Airnorth,2,Darwin Airpo...,,,A1
6/24/2010,Antonov An-2R,UP-A0161,Flamingo,2,"Sarybulak, N...",,,A1
2/14/2011,Let L-410UVP,9Q-CIF,African Air Services Commuter,2,Mont Biega,,,A1
2/18/2011,Learjet 24,XB-GHO,Rutas Aereas Mayas,2,Pachuca-Inge...,,,A1
3/8/2011,DHC-6 Twin Otter 100,N157KM,Desert Sand Aircraft Leasing,2,near Clayton Coun...,,,A1
3/15/2012,Convair CV-440-38,N153JR,Jet One Express,2,near San Juan-Lui...,,,A1
6/3/2012,Lockheed P-2H Neptune,N14447,"Neptune Aviation Services, opf",2,"near Modena, Iron...",,,A1
6/6/2012,Swearingen SA227-AC Metro III,CX-LAS,Air Class Líneas Aéreas,2,near Isla de Flor...,,,A1
3/4/2013,Hawker Beech 390 Premier IA,VP-CAZ,Global Jet Luxembourg,2,near Annemasse Ai...,,,A1
3/8/2013,Beech 1900C-1,N116AX,ACE Air Cargo,2,near Dillingham M...,,,A1
3/17/2013,Hawker Beech 390 Premier IA,N26DK,Digicut Systems,2,near South Bend R...,,,A1
5/5/2013,Learjet 60,N119FD,private,2,near Valencia-Art...,,,A1
6/29/2013,Embraer EMB-110P1 Bandeirante,ZS-NVB,Batair Cargo,2,near Francistown ...,,,A1
1/18/2014,Cessna 208B Grand Caravan,8R-GHS,Trans Guyana Airways,2,near Olive Creek,,,A1
1/20/2014,BN-2A-27 Islander,YR-BNP,Scoala Superioara de Aviatie Civila,2,"near Petreasa, Alba",,,A1
4/8/2014,Cessna 208B Grand Caravan,N126AR,Hageland Aviation Services,2,"near Bethel, AK",,,A1
3/24/2015,Dornier 228-201,IN240,Indian Navy,2,"near Goa, India",,,A1
3/26/2015,Antonov An-2R,UR-62681,Agrotekhservice,2,"Promin, Luts...",,,A1
4/13/2015,Swearingen SA226-TC Metro II,C-GSKC,Carson Air,2,near North Vancou...,,,A1
5/16/2015,Antonov An-2R,LY-AET,Klaipedos avialinijos,2,"near Klaipeda, Li...",,,A1
1/8/2016,Canadair CRJ-200PF,SE-DUX,West Air Sweden,2,near Oajevágge,,,A1
1/18/2016,Cessna 525 CitationJet,N711BX,private,2,"near Cedar Fort, UT",,,A1
1/23/2017,Beech 300 Super King Air,N385KA,KAAZ,2,Tucson Inter...,,,A1
1/26/2017,Grumman G-73 Mallard,VH-CQA,private,2,"Swan River, ...",,,A1
5/5/2017,Shorts 330-200,N334AC,Air Cargo Carriers,2,Charleston-Y...,,,A1
5/15/2017,Learjet 35A,N452DA,"A&C Big Sky Aviation, opb Trans-Pacific Jets",2,near Teterboro Ai...,,,A1
5/17/2017,Learjet 25B,XA-VMC,Aerotransportes Huitzilin,2,near Toluca-Licen...,,,A1
5/27/2017,Let L-410UVP-E20,9N-AKY,Summit Air,2,Lukla-Tenzin...,,,A1
5/13/2018,Cessna 208B Grand Caravan,G-KNYS,"Irish Parachute Club, lsf Parachuting Caravan Leasing",2,near Clonbullogue...,,,A1
5/15/2018,Cessna 208B Grand Caravan,,private,2,near Tuzantán,,,A1
5/16/2018,Cessna 208B Grand Caravan,9N-AJU,Makalu Air,2,Bahun Khark,,,A1
